Vg (V),Id (A),G (S),cycle,idx_in_cycle
-0.5199999999999998,-0.000119607,0.00023001346153846163,1,14
-0.4999999999999998,-0.00011921,0.00023842000000000012,1,15
-0.47999999999999976,-0.000118743,0.0002473812500000001,1,16
-0.45999999999999974,-0.000118337,0.0002572543478260871,1,17
-0.4399999999999997,-0.000117866,0.0002678772727272729,1,18
-0.4199999999999997,-0.000117414,0.00027955714285714305,1,19
-0.3999999999999997,-0.000116933,0.00029233250000000024,1,20
-0.37999999999999967,-0.000116421,0.0003063710526315792,1,21
-0.35999999999999965,-0.000115874,0.0003218722222222225,1,22
-0.33999999999999964,-0.000115335,0.0003392205882352945,1,23
-0.3199999999999996,-0.000114743,0.0003585718750000004,1,24
-0.2999999999999996,-0.000114143,0.00038047666666666716,1,25
-0.2799999999999996,-0.000113484,0.0004053000000000006,1,26
-0.25999999999999956,-0.000112772,0.00043373846153846226,1,27
-0.23999999999999955,-0.000112072,0.00046696666666666754,1,28
-0.21999999999999953,-0.000111281,0.0005058227272727283,1,29
-0.1999999999999995,-0.00011048,0.0005524000000000014,1,30
-0.1799999999999995,-0.000109664,0.0006092444444444462,1,31
-0.15999999999999948,-0.000108762,0.0006797625000000022,1,32
-0.13999999999999946,-0.000107825,0.0007701785714285744,1,33
-0.11999999999999944,-0.000106843,0.0008903583333333374,1,34
-0.09999999999999942,-0.000105797,0.0010579700000000062,1,35
-0.0799999999999994,-0.000104714,0.0013089250000000098,1,36
-0.05999999999999939,-0.000103518,0.0017253000000000175,1,37
-0.03999999999999937,-0.000102264,0.0025566000000000404,1,38
-0.01999999999999935,-0.00010095,0.005047500000000164,1,39
6.661338147750939e-16,-9.95566e-05,0.0,1,40
0.020000000000000684,-9.80795e-05,-0.004903974999999832,1,41
0.0400000000000007,-9.64718e-05,-0.0024117949999999575,1,42
0.06000000000000072,-9.47865e-05,-0.0015797749999999812,1,43
0.08000000000000074,-9.29903e-05,-0.0011623787499999893,1,44
0.10000000000000075,-9.10629e-05,-0.0009106289999999931,1,45
0.12000000000000077,-8.90409e-05,-0.0007420074999999952,1,46
0.1400000000000008,-8.69126e-05,-0.0006208042857142822,1,47
0.1600000000000008,-8.46476e-05,-0.0005290474999999974,1,48
0.18000000000000083,-8.22734e-05,-0.00045707444444444237,1,49
0.20000000000000084,-7.9786e-05,-0.0003989299999999983,1,50
0.22000000000000086,-7.72053e-05,-0.0003509331818181804,1,51
0.24000000000000088,-7.44854e-05,-0.0003103558333333322,1,52
0.2600000000000009,-7.16732e-05,-0.0002756661538461529,1,53
0.2800000000000009,-6.87695e-05,-0.00024560535714285634,1,54
0.30000000000000093,-6.57717e-05,-0.00021923899999999933,1,55
0.32000000000000095,-6.26901e-05,-0.00019590656249999944,1,56
0.34000000000000097,-5.95599e-05,-0.00017517617647058774,1,57
0.360000000000001,-5.63873e-05,-0.00015663138888888847,1,58
0.380000000000001,-5.31932e-05,-0.00013998210526315751,1,59
0.400000000000001,-4.99921e-05,-0.00012498024999999966,1,60
0.42000000000000104,-4.68109e-05,-0.00011145452380952354,1,61
0.44000000000000106,-4.36731e-05,-9.925704545454521e-05,1,62
0.4600000000000011,-4.05919e-05,-8.8243260869565e-05,1,63
0.4800000000000011,-3.75924e-05,-7.831749999999983e-05,1,64
0.5000000000000011,-3.46832e-05,-6.936639999999985e-05,1,65
0.5200000000000011,-3.18881e-05,-6.132326923076909e-05,1,66
0.5400000000000011,-2.92117e-05,-5.4095740740740626e-05,1,67
